iter	Passed	Remaining
455	959	1145
456	966	1148
457	971	1150
458	974	1148
459	976	1146
460	978	1144
461	981	1142
462	987	1144
463	988	1142
464	990	1139
465	991	1136
466	995	1136
467	1008	1146
468	1014	1148
469	1024	1155
470	1026	1152
471	1028	1150
472	1029	1147
473	1053	1169
474	1055	1166
475	1057	1163
476	1059	1161
477	1060	1158
478	1062	1155
479	1067	1156
480	1068	1153
481	1070	1149
482	1071	1146
483	1073	1144
484	1075	1141
485	1076	1139
486	1082	1140
487	1084	1137
488	1088	1137
489	1090	1134
490	1091	1131
491	1105	1141
492	1120	1152
493	1122	1149
494	1123	1146
495	1124	1143
496	1126	1139
497	1128	1137
498	1129	1134
499	1131	1131
500	1132	1128
501	1134	1125
502	1135	1122
503	1141	1123
504	1143	1120
505	1144	1117
506	1156	1125
507	1158	1121
508	1159	1118
509	1161	1115
510	1162	1112
511	1164	1109
512	1165	1106
513	1167	1103
514	1169	1101
515	1170	1098
516	1172	1095
517	1173	1091
518	1176	1089
519	1177	1086
520	1180	1085
521	1182	1083
522	1184	1080
523	1187	1078
524	1188	1075
525	1202	1083
526	1205	1081
527	1207	1079
528	1209	1076
529	1213	1076
530	1215	1073
531	1216	1070
532	1218	1067
533	1219	1064
534	1221	1061
535	1222	1058
536	1229	1059
537	1231	1057
538	1232	1054
539	1234	1051
540	1235	1048
541	1236	1044
542	1238	1041
543	1240	1039
544	1246	1040
545	1248	1037
546	1249	1035
547	1251	1032
548	1253	1029
549	1258	1029
550	1259	1026
551	1261	1023
552	1263	1020
553	1264	1017
554	1265	1014
555	1267	1012
556	1268	1009
557	1274	1009
558	1276	1007
559	1278	1004
560	1280	1001
561	1297	1010
562	1298	1007
563	1299	1004
564	1304	1004
565	1307	1002
566	1308	999
567	1309	996
568	1311	993
569	1313	990
570	1314	987
571	1316	984
572	1321	984
573	1323	982
574	1324	979
575	1326	976
576	1327	973
577	1329	970
578	1331	967
579	1335	967
580	1336	964
581	1344	965
582	1353	968
583	1356	966
584	1370	972
585	1372	969
586	1374	966
587	1375	963
588	1376	960
589	1384	962
590	1389	961
591	1390	958
592	1398	959
593	1400	957
594	1402	954
595	1404	952
596	1405	949
597	1407	946
598	1420	951
599	1422	948
600	1424	945
601	1431	946
602	1441	948
603	1447	949
604	1449	946
605	1451	943
606	1453	940
607	1454	937
608	1455	934
609	1467	937
610	1468	934
611	1469	931
612	1471	929
613	1473	926
614	1480	926
615	1482	924
616	1484	921
617	1485	918
618	1487	915
619	1494	916
620	1496	913
621	1497	910
622	1499	907
623	1501	904
624	1512	907
625	1515	905
626	1520	904
627	1521	901
628	1523	898
629	1524	895
630	1526	892
631	1528	889
632	1530	887
633	1536	886
634	1537	883
635	1538	880
636	1540	877
637	1542	874
638	1544	872
639	1551	872
640	1553	870
641	1554	867
642	1556	864
643	1557	861
644	1560	858
645	1566	858
646	1568	855
647	1570	852
648	1572	850
649	1574	847
650	1575	844
651	1582	844
652	1583	841
653	1585	838
654	1586	835
655	1588	833
656	1590	830
657	1591	827
658	1593	824
659	1595	822
660	1597	819
661	1599	816
662	1600	813
663	1602	810
664	1606	809
665	1610	807
666	1611	804
667	1625	807
668	1626	804
669	1628	801
670	1631	800
671	1633	797
672	1634	794
673	1643	795
674	1666	802
675	1667	799
676	1676	799
677	1678	797
678	1679	794
679	1681	791
680	1682	788
681	1688	787
682	1689	784
683	1691	781
684	1693	778
685	1694	775
686	1695	772
687	1696	769
688	1697	766
689	1703	765
690	1705	762
691	1706	759
692	1707	756
693	1709	753
694	1710	750
695	1712	747
696	1713	744
697	1719	743
698	1720	740
699	1721	737
700	1722	734
701	1723	731
702	1724	728
703	1726	725
704	1727	722
705	1728	719
706	1732	717
707	1733	715
708	1735	712
709	1736	709
710	1737	706
711	1738	703
712	1740	700
713	1741	697
714	1742	694
715	1743	691
716	1750	690
717	1753	688
718	1754	685
719	1755	682
720	1756	679
721	1758	676
722	1759	674
723	1763	672
724	1764	669
725	1766	666
726	1767	663
727	1768	660
728	1771	658
729	1777	657
730	1779	654
731	1780	652
732	1782	649
733	1784	646
734	1785	643
735	1786	640
736	1787	637
737	1791	636
738	1793	633
739	1794	630
740	1795	627
741	1796	624
742	1798	621
743	1799	619
744	1800	616
745	1801	613
746	1802	610
747	1808	609
748	1809	606
749	1810	603
750	1811	600
751	1812	597
752	1813	595
753	1814	592
754	1816	589
755	1817	586
756	1818	583
757	1820	581
758	1821	578
759	1822	575
760	1823	572
761	1825	570
762	1826	567
763	1827	564
764	1828	561
765	1829	558
766	1831	556
767	1840	555
768	1842	553
769	1843	550
770	1845	548
771	1846	545
772	1853	544
773	1854	541
774	1856	538
775	1857	536
776	1858	533
777	1860	530
778	1862	528
779	1868	526
780	1869	524
781	1871	521
782	1872	518
783	1874	516
784	1875	513
785	1876	510
786	1881	509
787	1883	506
788	1885	504
789	1888	501
790	1890	499
791	1892	496
792	1898	495
793	1899	492
794	1901	490
795	1902	487
796	1903	484
797	1905	482
798	1906	479
799	1908	477
800	1911	475
801	1913	472
802	1915	469
803	1916	467
804	1918	464
805	1920	462
806	1928	461
807	1933	459
808	1935	456
809	1936	454
810	1938	451
811	1940	449
812	1941	446
813	1943	444
814	1944	441
815	1947	439
816	1948	436
817	1950	433
818	1951	431
819	1952	428
820	1954	426
821	1955	423
822	1960	421
823	1962	419
824	1964	416
825	1965	414
826	1966	411
827	1968	408
828	1969	406
829	1970	403
830	1971	400
831	1980	399
832	1981	397
833	1983	394
834	1984	392
835	1985	389
836	1986	386
837	1988	384
838	1990	381
839	1991	379
840	1992	376
841	1993	374
842	1994	371
843	1996	368
844	1997	366
845	1998	363
846	1999	361
847	2000	358
848	2001	355
849	2005	353
850	2006	351
851	2007	348
852	2008	346
853	2009	343
854	2010	340
855	2011	338
856	2012	335
857	2016	333
858	2017	331
859	2018	328
860	2019	326
861	2021	323
862	2022	321
863	2023	318
864	2024	315
865	2025	313
866	2026	310
867	2027	308
868	2032	306
869	2033	303
870	2035	301
871	2036	298
872	2037	296
873	2038	293
874	2039	291
875	2040	288
876	2041	286
877	2042	283
878	2047	281
879	2048	279
880	2049	276
881	2050	274
882	2051	271
883	2052	269
884	2054	266
885	2055	264
886	2056	261
887	2057	259
888	2061	257
889	2063	255
890	2064	252
891	2066	250
892	2067	247
893	2068	245
894	2069	242
895	2071	240
896	2072	237
897	2076	235
898	2077	233
899	2078	230
900	2080	228
901	2081	226
902	2082	223
903	2083	221
904	2084	218
905	2085	216
906	2086	213
907	2090	211
908	2093	209
909	2094	207
910	2095	204
911	2097	202
912	2098	199
913	2099	197
914	2100	195
915	2101	192
916	2102	190
917	2107	188
918	2108	185
919	2109	183
920	2110	181
921	2111	178
922	2112	176
923	2113	173
924	2114	171
925	2117	169
926	2124	167
927	2126	164
928	2128	162
929	2129	160
930	2131	157
931	2132	155
932	2137	153
933	2138	151
934	2139	148
935	2140	146
936	2142	144
937	2144	141
938	2145	139
939	2146	137
940	2151	134
941	2153	132
942	2154	130
943	2155	127
944	2156	125
945	2157	123
946	2158	120
947	2159	118
948	2160	116
949	2161	113
950	2164	111
951	2166	109
952	2167	106
953	2168	104
954	2169	102
955	2171	99
956	2172	97
957	2173	95
958	2174	92
959	2175	90
960	2176	88
961	2182	86
962	2183	83
963	2184	81
964	2185	79
965	2186	76
966	2187	74
967	2188	72
968	2189	70
969	2191	67
970	2192	65
971	2193	63
972	2195	60
973	2196	58
974	2197	56
975	2198	54
976	2199	51
977	2200	49
978	2201	47
979	2202	44
980	2203	42
981	2208	40
982	2209	38
983	2210	35
984	2211	33
985	2212	31
986	2213	29
987	2215	26
988	2216	24
989	2217	22
990	2218	20
991	2219	17
992	2223	15
993	2224	13
994	2226	11
995	2227	8
996	2228	6
997	2230	4
998	2231	2
999	2232	0
